,country,ccode,verified,year,month,day,source,mcgowan,csp,bs,banks,moreno,finer,janowitz,kennedy,ferguson,okane,thompson,luttwak,lunde,world_hand,combined,no_evidence,rebellion,no_overt,legal,no_exec,protest,autogolpe,assasination,invasion,unclear,id
156,Honduras,91,2,1956,10,21,"New York Times. Oct 22, 1956",,,2,2,2,,2,,,,2,,,2,0,0,0,0,0,0,0,0,0,0,0,156
157,Honduras,91,,1956,10,22,"New York Times. Oct 22, 1956",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,157
384,Ecuador,130,,1956,6,2,"New York Times. Jun 2, 1956",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,384
385,Ecuador,130,1,1956,8,7,"New York Times. Aug 8, 1956",,,,,1,,,,,,1,,,,0,0,0,0,0,0,0,0,0,0,0,385
386,Ecuador,130,,1956,8,8,"New York Times. Aug 8, 1956",,,,,1,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,386
429,Peru,135,,1956,-9,-9,"New York Times. Feb 17, 1956",,,1,,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,429
430,Peru,135,1,1956,2,16,"New York Times. Feb 17, 1956",,,1,,1,,,,1,,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,430
460,Brazil,140,,1956,2,11,none,,,,,1,,,,,,1,,,,0,1,0,0,0,0,0,0,0,0,0,460
627,Argentina,160,1,1956,6,9,"New York Times. June 10, 1956.",,,,,,,,,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,627
628,Argentina,160,,1956,6,10,"New York Times. June 10, 1956.",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,628
726,Hungary,310,,1956,-9,-9,"New York Times. Oct 23-30, 1956",,,,2,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,726
727,Hungary,310,,1956,-9,-9,"New York Times. Oct 23-30, 1956",,,,2,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,727
728,Hungary,310,,1956,11,5,New York Times. various,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,728
1726,Syria,652,,1956,12,23,"New York Times. Dec 23, 1956",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,1726
2112,Indonesia,850,,1956,-9,-9,unclear,,,,,,,,1,,,,,,,0,0,0,0,0,0,0,0,0,0,1,2112
2113,Indonesia,850,,1956,10,11,"New York Times. Oct 10, 1956",,,,,,,,,,,1,,,,0,0,0,1,0,0,0,0,0,0,0,2113
2114,Indonesia,850,,1956,11,16,"New York Times. Nov 17, 1956",,,,,,,,,,,1,,,,0,0,0,1,0,0,0,0,0,0,0,2114
2115,Indonesia,850,,1956,12,22,"New York Times. Dec 23, 1956",,,,,,,,,,,1,,,,0,0,0,0,0,1,0,0,0,0,0,2115
11,Cuba,40,1,1957,9,5,"New York Times. Sep 6, 1957",,,,,,,,,,,1,,,,0,0,0,0,0,0,0,0,0,0,0,11
27,Haiti,41,,1957,-9,-9,unclear,,,2,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,27
28,Haiti,41,,1957,-9,-9,unclear,,,2,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,28
29,Haiti,41,,1957,2,-9,"New York Times. Feb 5, 1957",,,,,,,2,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,29
30,Haiti,41,,1957,3,31,"New York Times. Mar 31, 1957",,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,30
31,Haiti,41,,1957,4,-9,"New York Times. Apr 3, 1957",,,,,,,2,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,31
32,Haiti,41,2,1957,4,2,"New York Times. Apr 3, 1957",,,2,2,2,,2,,,,2,,,,0,0,0,0,0,0,0,0,0,0,0,32
33,Haiti,41,2,1957,5,21,"New York Times. May 22, 1957",,,,,2,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,33
34,Haiti,41,,1957,5,22,"New York Times. May 22, 1957",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,34
35,Haiti,41,,1957,5,26,"New York Times. May 27, 1957",,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,35
36,Haiti,41,2,1957,6,14,"New York Times. Jun 15, 1957",,,,,2,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,36
37,Haiti,41,,1957,6,15,"New York Times. Jun 15, 1957",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,37
115,Guatemala,90,,1957,-9,-9,"New York Times. Oct 25, 1957",,,2,2,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,115
116,Guatemala,90,,1957,10,-9,"New York Times. Oct 25, 1957",,,,,,,2,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,116
117,Guatemala,90,2,1957,10,24,"New York Times. Oct 25, 1957",,,2,2,2,,2,,,,2,,,2,0,0,0,0,0,0,0,0,0,0,0,117
118,Guatemala,90,,1957,10,25,"New York Times. Oct 25, 1957",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,118
158,Honduras,91,,1957,5,11,"New York Times. May 11 & 14, 1957",,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,158
290,Colombia,100,,1957,-9,-9,"New York Times. May 11, 1957",,,2,2,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,290
291,Colombia,100,,1957,5,-9,"New York Times. May 11, 1957",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,291
292,Colombia,100,2,1957,5,10,"New York Times. May 11, 1957",,,2,2,2,,2,2,,,2,,,2,0,0,0,0,0,0,0,0,0,0,0,292
293,Colombia,100,,1957,5,11,"New York Times. May 11, 1957",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,293
294,Colombia,100,,1957,11,19,"New York Times. Nov 19, 1957",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,294
321,Venezuela,101,,1957,-9,-9,none,,,,,,,,,,2,,,,,0,1,0,0,0,0,0,0,0,0,0,321
495,Bolivia,145,,1957,10,4,"New York Times. Oct 5, 1957.",,,,,,,,,,,1,,,,0,0,0,0,0,0,1,0,0,0,0,495
731,Albania,339,,1957,3,26,"New York Times. Mar 26, 1957",,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,731
1784,Jordan,663,1,1957,4,13,"New York Times. Apr 16, 1957",,,,,,,,,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,1784
1785,Jordan,663,,1957,4,15,"New York Times. Apr 16, 1957",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1785
1889,China,710,,1957,7,25,"New York Times (1857-Current file). Jul 25, 1957. p. 6",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,1889
1978,Thailand,800,,1957,-9,-9,unclear,,,2,2,,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,1978
1979,Thailand,800,,1957,9,-9,"New York Times. Sep 17, 1957",,,,,,,,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1979
1980,Thailand,800,2,1957,9,16,"New York Times. Sep 17, 1957",,,,,,,,2,,,2,2,,2,0,0,0,0,0,0,0,0,0,0,0,1980
1981,Thailand,800,,1957,9,17,"New York Times. Sep 17, 1957",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1981
1982,Thailand,800,,1957,11,-9,none,,,,,,,,2,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1982
2116,Indonesia,850,,1957,-9,-9,New York Times. various,,,,,,,,1,,,,,,,0,0,1,0,0,0,0,0,0,0,0,2116
38,Haiti,41,,1958,7,30,"New York Times, various",,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,38
295,Colombia,100,1,1958,5,2,"New York Times. May 3, 1958",,,,,,,,,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,295
296,Colombia,100,,1958,5,3,"New York Times. May 3, 1958",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,296
297,Colombia,100,,1958,12,2,"New York Times. Dec 4, 1958",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,297
322,Venezuela,101,,1958,-9,-9,unclear,,,2,2,,2,,,2,,,,,,0,0,0,0,0,0,0,0,0,0,1,322
323,Venezuela,101,,1958,1,-9,unclear,,,,,,,2,2,,,,,,,0,0,0,0,0,0,0,0,0,0,1,323
324,Venezuela,101,1,1958,1,1,"New York Times. Jan 2, 1958",,,,,,,,,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,324
325,Venezuela,101,,1958,1,2,"New York Times. Jan 2, 1958",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,325
326,Venezuela,101,,1958,1,22,"New York Times. Jan 23, 1958",,,,,,,,,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,326
327,Venezuela,101,,1958,1,23,"New York Times. Jan 23, 1958",,,,,2,,,,,,2,,,2,0,0,1,0,0,0,0,0,0,0,0,327
328,Venezuela,101,,1958,7,21,"New York Times. Jul 24, 1958",,,,,,,,,,,1,,,,1,0,0,0,0,0,0,0,0,0,0,328
329,Venezuela,101,1,1958,7,22,"New York Times. Jul 24, 1958",,,,,1,,,,,,1,,,,0,0,0,0,0,0,0,0,0,0,0,329
330,Venezuela,101,,1958,7,25,"New York Times. Jul 25, 1958",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,330
331,Venezuela,101,,1958,7,25,"New York Times. Jul 25, 1958",,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,331
332,Venezuela,101,1,1958,9,7,"New York Times. Sep 8, 1958",,,,,1,,,,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,332
333,Venezuela,101,,1958,9,8,"New York Times. Sep 8, 1958",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,333
334,Venezuela,101,,1958,9,8,"New York Times. Sep 8, 1958",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,334
496,Bolivia,145,,1958,5,-9,"New York Times. May 15, 1958. pg.11.",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,496
497,Bolivia,145,,1958,5,14,"New York Times. May 15, 1958. pg.11.",,,,,,,,,,,1,,,,1,0,0,0,0,0,0,0,0,0,0,497
498,Bolivia,145,,1958,5,21,"New York Times. May 22, 1958. pg. 14.",,,,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,498
499,Bolivia,145,,1958,10,-9,"New York Times. Oct 22&23, 1958",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,499
500,Bolivia,145,1,1958,10,21,"New York Times. Oct 22&23, 1958",,,,,1,,,1,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,500
586,Paraguay,150,,1958,11,1,"New York Times. Nov 1, 1958",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,586
629,Argentina,160,,1958,11,13,"New York Times. Nov 14, 1958",,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,629
701,France,220,,1958,-9,-9,"New York Times. May 15, 16, 1958",,,,,,2,,,2,,,,,,0,0,0,0,0,1,0,0,0,0,0,701
702,France,220,,1958,6,2,New York Times. various,,,,,,,,,,,,,,2,0,0,0,0,1,0,0,0,0,0,0,702
1486,Algeria,615,,1958,5,14,New York Times. various,,,,,,,,,,,,,,2,0,0,0,0,1,0,0,0,0,0,0,1486
1526,Sudan,625,,1958,-9,-9,"New York Times. Nov 18, 1958",,,2,2,,2,,,2,,,,,,1,0,0,0,0,0,0,0,0,0,0,1526
1527,Sudan,625,,1958,7,24,"New York Times. Jul 24, 1958",,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1527
1528,Sudan,625,,1958,11,-9,"New York Times. Nov 18, 1958",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1528
1529,Sudan,625,2,1958,11,17,"New York Times. Nov 18, 1958",2,,2,2,,2,2,2,2,,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1529
1530,Sudan,625,,1958,11,18,"New York Times. Nov 18, 1958",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1530
1622,Iraq,645,,1958,-9,-9,"New York Times. Jul 14, 1958",,,2,2,,2,,,2,,,,,,1,0,0,0,0,0,0,0,0,0,0,1622
1623,Iraq,645,,1958,7,-9,"New York Times. Jul 14, 1958",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1623
1624,Iraq,645,2,1958,7,14,"New York Times. Jul 14, 1958",,,2,2,,2,2,2,2,,2,2,,2,0,0,0,0,0,0,0,0,0,0,0,1624
1625,Iraq,645,,1958,10,6,"New York Times. Oct 8, 9, 1958",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,1625
1626,Iraq,645,,1958,11,6,"New York Times. Nov 6, 1958",,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,1626
1627,Iraq,645,,1958,12,9,"New York Times. Dec 9, 1958",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,1627
1727,Syria,652,,1958,1,-9,none,,,,,,,,2,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1727
1776,Lebanon,660,,1958,10,-9,http://www.answers.com/topic/lebanon-crisis,,,,,,,,2,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1776
1786,Jordan,663,1,1958,7,1,"New York Times. Jul 2, 1958",,,,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1786
1787,Jordan,663,,1958,7,2,"New York Times. Jul 2, 1958",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1787
1788,Jordan,663,,1958,7,13,"New York Times. Jul 13, 1958",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,1788
1909,Pakistan,770,,1958,-9,-9,New York Times. various,,,2,,,2,,,2,2,,2,,,1,0,0,0,0,0,0,0,0,0,0,1909
1910,Pakistan,770,,1958,10,-9,New York Times. various,,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1910
1911,Pakistan,770,,1958,10,7,New York Times. various,,,,,,,,,,,2,,,2,0,0,0,0,0,0,0,1,0,0,0,1911
1912,Pakistan,770,,1958,10,8,New York Times. various,,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1912
1913,Pakistan,770,2,1958,10,27,New York Times. various,,,2,,,2,2,2,2,2,2,2,,,0,0,0,0,0,0,0,0,0,0,0,1913
1946,Myanmar,775,,1958,-9,-9,"New York Times. Sep 27, 1958",,,2,,,2,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1946
1947,Myanmar,775,,1958,9,-9,"New York Times. Sep 27, 1958",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1947
1948,Myanmar,775,,1958,9,23,"New York Times. Sep 27, 1958",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1948
1949,Myanmar,775,2,1958,9,26,"New York Times. Sep 27, 1958",,,2,,,2,2,2,2,2,2,,,2,0,0,0,0,0,0,0,0,0,0,0,1949
1983,Thailand,800,,1958,-9,-9,"New York Times. Oct 21, 1958",,,2,2,,2,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1983
1984,Thailand,800,,1958,10,-9,"New York Times. Oct 21, 1958",,,,,,,,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1984
1985,Thailand,800,2,1958,10,20,"New York Times. Oct 21, 1958",,,2,2,,2,,2,2,2,2,2,,2,0,0,0,0,0,0,0,0,0,0,0,1985
1986,Thailand,800,,1958,10,21,"New York Times. Oct 21, 1958",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1986
2117,Indonesia,850,,1958,1,2,none,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,2117
2118,Indonesia,850,,1958,2,10,New York Times. various,,,,,,,,,,,1,,,,0,0,1,0,0,0,0,0,0,0,0,2118
12,Cuba,40,,1959,-9,-9,"New York Times. Jan 2, 1959",,,,2,,,,2,,,,,,,0,0,1,0,0,0,0,0,0,0,0,12
13,Cuba,40,,1959,1,3,"New York Times. Jan 3, 1959",,,,,,,,,,,,,,2,0,0,1,0,0,0,0,0,0,0,0,13
14,Cuba,40,,1959,8,10,"New York Times, various",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,14
15,Cuba,40,,1959,8,14,"New York Times. Aug 14, 1959",,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,15
39,Haiti,41,,1959,8,27,none,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,39
66,Dominican Republic,42,,1959,6,19,"New York Times. Jun 24, 1959",,,,,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,66
159,Honduras,91,,1959,2,7,"New York Times. Feb 10, 1959",,,,,,,,,,,1,,,,0,0,1,0,0,0,0,0,0,0,0,159
160,Honduras,91,,1959,2,11,"New York Times. Feb 10, 1959",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,160
161,Honduras,91,1,1959,7,12,"New York Times. Jul 15, 1959",,,,,,,,,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,161
162,Honduras,91,,1959,7,13,"New York Times. Jul 15, 1959",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,162
231,Nicaragua,93,,1959,6,1,"New York Times. Jun 2, 1959",,,,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,231
266,Panama,95,,1959,4,-9,"New York Times. Apr 8, 1959. p. 2",,,,,,,,1,,,,,,,0,0,1,0,0,0,0,0,0,0,0,266
461,Brazil,140,1,1959,12,3,"New York Times. December 5, 1959. Pg. 12.",,,,,,,,,,,1,,,,0,0,0,0,0,0,0,0,0,0,0,461
501,Bolivia,145,,1959,4,-9,"New York Times. April 20&21, 1959",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,501
502,Bolivia,145,1,1959,4,19,"New York Times. April 20&21, 1959",,,,,1,,,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,502
503,Bolivia,145,,1959,6,26,"New York Times. June 27, 1959. pg. 2.",,,,,,,,,,,1,,,,1,0,0,0,0,0,0,0,0,0,0,503
504,Bolivia,145,,1959,6,27,"New York Times. June 27, 1959. pg. 2.",,,,,1,,,,,,1,,,,0,0,1,0,0,0,0,0,0,0,0,504
587,Paraguay,150,,1959,6,1,"New York Times. June 1&2, 1959",,,,,1,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,587
588,Paraguay,150,,1959,6,25,"New York Times. Jun 25, 1959",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,588
589,Paraguay,150,,1959,12,-9,"New York Times. Dec 13, 1959",,,,,,,,1,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,589
590,Paraguay,150,,1959,12,13,"New York Times. Dec 13, 1959",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,590
630,Argentina,160,,1959,6,20,"New York Times. June 22-23, 1959",,,,,,,,,,,1,,,1,0,0,0,0,0,1,0,0,0,0,0,630
798,Mali,432,,1959,11,11,none,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,798
1531,Sudan,625,,1959,-9,-9,unclear,,,1,,,1,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,1,1531
1532,Sudan,625,,1959,3,4,"New York Times. Mar 5, 1959",1,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1532
1533,Sudan,625,,1959,3,15,http://www.answers.com/topic/al-ansar,,,,,,,,,,,,,1,,0,0,0,0,1,0,0,0,0,0,0,1533
1534,Sudan,625,,1959,5,-9,http://en.wikipedia.org/wiki/History_of_Sudan_(Independent_Sudan),,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1534
1535,Sudan,625,1,1959,5,21,http://en.wikipedia.org/wiki/History_of_Sudan_(Independent_Sudan),1,,,,,,,1,,,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,1535
1536,Sudan,625,,1959,5,22,http://en.wikipedia.org/wiki/History_of_Sudan_(Independent_Sudan),,,,,,,,,,,1,,,,1,0,0,0,0,0,0,0,0,0,0,1536
1537,Sudan,625,,1959,6,2,"New York Times. Jun 2, 1959",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1537
1538,Sudan,625,,1959,11,-9,"New York Times. Nov 11, 1959. p. 3",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1538
1539,Sudan,625,1,1959,11,9,"New York Times. Nov 11, 1959. p. 3",1,,,,,,,1,,,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,1539
1540,Sudan,625,,1959,11,10,"New York Times. Nov 11, 1959. p. 3",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1540
1628,Iraq,645,,1959,-9,-9,"New York Times (1857-Current file). Mar 9, 1959",,,1,,,1,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,1628
1629,Iraq,645,,1959,3,-9,"New York Times (1857-Current file). Mar 9, 1959",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1629
1630,Iraq,645,1,1959,3,7,"New York Times (1857-Current file). Mar 9, 1959",,,1,,,1,,1,1,,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,1630
1631,Iraq,645,,1959,3,9,"New York Times (1857-Current file). Mar 9, 1959",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1631
1632,Iraq,645,,1959,7,20,New York Times. various,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,1632
1789,Jordan,663,,1959,3,-9,"New York Times. Mar 24, 1959",,,,,,,,1,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1789
1845,Kuwait,690,,1959,4,2,"New York Times (1857-Current file). Apr 2, 1959. p. 5",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,1845
2034,Laos,812,,1959,8,-9,New York Times. various,,,,,,,,2,,,,,,,0,0,1,0,0,0,0,0,0,0,0,2034
67,Dominican Republic,42,,1960,1,-9,"New York Times. Jan 29, 1960",,,,,,,,1,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,67
68,Dominican Republic,42,,1960,1,29,"New York Times. Jan 29, 1960",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,68
119,Guatemala,90,,1960,-9,-9,"New York Times. Nov 14, 1960",,,1,,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,119
120,Guatemala,90,,1960,11,-9,"New York Times. Nov 14, 1960",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,120
121,Guatemala,90,1,1960,11,13,"New York Times. Nov 14, 1960",,,1,,1,,,1,1,,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,121
122,Guatemala,90,,1960,11,14,"New York Times. Nov 14, 1960",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,122
183,El Salvador,92,,1960,-9,-9,unclear,,,2,2,,2,,,2,2,,,,,0,0,0,0,0,0,0,0,0,0,1,183
184,El Salvador,92,,1960,1,-9,none,,,,,,,,2,,,,,,,0,1,0,0,0,0,0,0,0,0,0,184
185,El Salvador,92,,1960,5,21,"New York Times. May 21, 1960",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,185
186,El Salvador,92,,1960,10,-9,"New York Times. Oct 27, 1960",,,,,,,2,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,186
187,El Salvador,92,2,1960,10,26,"New York Times. Oct 27, 1960",,2,,,2,,2,,,,2,2,,2,0,0,0,0,0,0,0,0,0,0,0,187
188,El Salvador,92,,1960,10,27,"New York Times. Oct 27, 1960",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,188
189,El Salvador,92,,1960,11,18,"New York Times. Nov 18, 1960",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,189
190,El Salvador,92,,1960,12,-9,"New York Times. Dec 23, 1960",,,,,,,,2,,,,,,,0,0,0,0,0,0,0,0,1,0,0,190
232,Nicaragua,93,,1960,11,-9,"Gambone, Michael D. (2001) Capturing the Revolution",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,232
233,Nicaragua,93,,1960,11,9,"Gambone, Michael D. (2001) Capturing the Revolution",,,,,1,,,1,,,,,,,0,0,1,0,0,0,0,0,0,0,0,233
335,Venezuela,101,,1960,-9,-9,unclear,,,1,,,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,1,335
336,Venezuela,101,,1960,1,20,"New York Times. Jan 21, 1960",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,336
337,Venezuela,101,,1960,1,21,"New York Times. Jan 21, 1960",,,,,1,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,337
338,Venezuela,101,,1960,4,19,"New York Times. Apr 22, 1960",,,,,,,,,,,1,,,,0,0,1,0,0,0,0,0,0,0,0,338
339,Venezuela,101,,1960,4,22,"New York Times. Apr 22, 1960",,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,339
340,Venezuela,101,,1960,6,24,"New York Times. Jun 26, 1960",,,,,,,,,,,,1,,1,0,0,0,0,0,0,0,0,1,0,0,340
341,Venezuela,101,1,1960,9,12,"New York Times. Sep 13, 1960",,,,,,,,,,,1,,,,0,0,0,0,0,0,0,0,0,0,0,341
342,Venezuela,101,,1960,12,5,"New York Times. Dec 5, 1960",,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,342
343,Venezuela,101,,1960,12,21,"New York Times. Dec 22, 1960",,,,,,,,,,,1,,,,0,0,0,0,0,1,0,0,0,0,0,343
505,Bolivia,145,,1960,-9,-9,"New York Times. March 20&22, 1960",,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,505
506,Bolivia,145,1,1960,3,19,"New York Times. March 20&22, 1960",,,1,,,,,,,,1,,,,0,0,0,0,0,0,0,0,0,0,0,506
591,Paraguay,150,,1960,-9,-9,"New York Times. May 1, 1960",,,,,1,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,591
592,Paraguay,150,,1960,5,-9,"New York Times. May 1, 1960",,,,,1,,,1,,,,,,,0,0,1,0,0,0,0,0,0,0,0,592
631,Argentina,160,,1960,-9,-9,unclear,,,1,,,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,1,631
632,Argentina,160,,1960,3,12,"New York Times. Mar 14, 1960",,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,632
633,Argentina,160,1,1960,6,13,"New York Times. June 13-14, 1960",,1,,,1,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,633
634,Argentina,160,,1960,10,13,"New York Times. Oct 14, 1960",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,634
635,Argentina,160,1,1960,11,30,"New York Times. Dec 1, 1960",,,,,1,,,,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,635
636,Argentina,160,,1960,12,1,"New York Times. Dec 1, 1960",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,636
921,Guinea,438,,1960,4,-9,"New York Times. April 17, 1960",,,,,,,,1,,,,,,,0,1,0,0,0,0,0,0,0,0,0,921
1190,Congo,484,,1960,-9,-9,"New York Times. Sep 15, 1960",,,,,,2,,,2,,,,,,1,0,0,0,0,0,0,0,0,0,0,1190
